cliente_id,idade,uf,escolaridade,estado_civil,profissao,segmento,renda_mensal,score_credito,tempo_relacionamento_meses,qtd_produtos,agencia_id,gerente_id,canal_preferencial,produto_principal,media_qtd_pix_6m,media_valor_pix_6m,valor_total_pix_6m,qtd_transacoes_cartao_6m,valor_cartao_6m,qtd_login_app_30d,qtd_tentativas_login_falha_30d,qtd_contestacoes_12m,dias_desde_ultima_fraude,tipo_fraude,valor_fraude,qtd_protocolos_atendimento_90d,tempo_resolucao_dias,teve_estorno,percentual_estornado,reclamacao_bacen,reclamacao_consumidor_gov,vulnerabilidade_digital_score,advogado_id,prob_judicializacao_teorica,judicializou
39605,18,SP,Medio,Solteiro,CLT,Varejo,4192.62,579,28,3,442,1487,Caixa Eletronico,Emprestimo,33,236.1,40359.49,40,3226.88,20,2,1,624,Cartao clonado,1754.41,2,19,1,0.709,0,0,43.4,76,0.076,0
39606,43,GO,Medio,Divorciado,CLT,MEI,6795.05,476,83,1,383,312,App,Investimentos,17,872.03,82948.96,42,24376.66,41,1,0,331,Pix falso,210.5,1,22,1,0.428,0,0,18.0,0,0.0365,0
39607,55,RJ,Fundamental,Casado,Autonomo,Aposentado,5291.67,592,108,3,542,2695,App,Cartao credito,21,697.28,76265.77,44,2402.18,43,1,0,44,Cartao clonado,2502.38,1,11,1,0.993,0,0,36.1,0,0.0318,0
39608,62,RJ,Superior,Divorciado,Empresario,Varejo,3545.89,613,51,2,22,2509,Caixa Eletronico,Conta salario,21,1333.73,137237.93,56,3999.45,20,0,0,281,Engenharia social,4913.96,0,3,1,0.725,0,0,54.4,0,0.0384,0
39609,65,RJ,Fundamental,Casado,Empresario,Alta renda,9604.22,659,38,2,559,1212,Internet Banking,Conta salario,21,1109.76,142865.5,56,11044.46,21,1,0,63,Golpe do motoboy,1857.25,2,8,0,0.0,1,0,64.3,0,0.3316,0
39610,32,SP,Pos-graduacao,Solteiro,CLT,Aposentado,3647.19,520,87,6,444,2246,App,Emprestimo,26,634.66,94310.38,51,4976.69,38,6,0,49,Conta invadida,1242.82,4,19,1,0.902,0,1,2.2,0,0.0349,0
39611,46,SP,Pos-graduacao,Viuvo,Aposentado,Varejo,2206.77,455,66,2,268,1905,Caixa Eletronico,Conta salario,26,509.03,64194.01,49,1428.92,17,2,0,21,Cartao clonado,2043.71,1,17,1,0.634,0,0,28.8,0,0.0334,0
39612,36,PR,Medio,Solteiro,Servidor publico,Varejo,3739.61,610,55,3,668,180,WhatsApp,Conta corrente,19,373.33,41093.09,55,5400.36,8,8,0,22,Conta invadida,1276.18,3,26,1,0.878,0,0,28.3,0,0.0429,0
39613,67,SP,Superior,Solteiro,Servidor publico,Varejo,2985.81,557,65,5,630,1824,Internet Banking,Emprestimo,14,87.29,6763.65,39,3223.34,14,5,4,187,Pix falso,478.78,1,24,1,0.987,0,0,40.4,0,0.0582,0
39614,62,RJ,Superior,Solteiro,Empresario,Aposentado,6617.07,891,89,2,521,2074,App,Conta corrente,18,758.65,75494.32,48,14348.33,35,1,1,243,Engenharia social,3717.29,0,4,0,0.007,0,0,57.0,0,0.1129,0
39615,45,RJ,Medio,Solteiro,Autonomo,Varejo,2340.6,565,53,1,478,2452,App,Conta salario,25,205.33,26210.93,51,9906.21,39,1,0,70,Conta invadida,2369.99,4,28,1,0.256,0,0,24.9,0,0.0887,0
39616,33,RJ,Superior,Solteiro,CLT,Alta renda,16447.34,656,63,4,698,694,Agencia,Emprestimo,33,1524.13,244875.16,75,50238.46,18,0,0,48,Pix falso,2644.48,0,14,1,0.716,0,0,9.1,0,0.0385,0
39617,18,CE,Superior,Solteiro,CLT,Aposentado,3116.23,635,110,1,700,2380,App,Cartao credito,24,39.15,5206.63,49,803.22,41,1,0,483,Conta invadida,703.44,0,24,1,0.664,0,0,38.9,184,0.0782,0
39618,20,MG,Pos-graduacao,Divorciado,Autonomo,MEI,4547.72,523,127,4,248,1545,App,Cartao credito,27,614.56,87464.37,64,7501.8,37,0,0,41,Pix falso,2316.18,1,25,1,0.896,0,0,20.8,0,0.0478,0
39619,18,MG,Medio,Divorciado,Autonomo,MEI,7495.59,765,84,5,183,1673,Agencia,Conta corrente,28,678.32,105694.42,49,5920.3,22,0,1,477,Cartao clonado,6582.16,6,56,0,0.015,0,0,37.9,0,0.4843,0
39620,20,BA,Superior,Casado,Aposentado,Varejo,2128.81,532,39,1,708,3498,App,Investimentos,13,27.85,2230.7,57,1399.64,30,2,2,836,Cartao clonado,1603.08,1,14,1,0.966,0,0,24.7,0,0.0274,0
39621,70,SP,Superior,Casado,Aposentado,Varejo,5672.25,694,42,1,463,1140,App,Financiamento,19,307.23,29431.41,52,7778.23,35,1,0,629,Conta invadida,1971.3,3,20,0,0.003,0,0,53.9,0,0.1596,0
39622,23,SC,Fundamental,Solteiro,Aposentado,Varejo,1979.91,551,93,3,681,2441,Agencia,Investimentos,25,84.59,12091.44,52,1556.04,13,1,0,113,Golpe do motoboy,398.76,0,70,0,0.001,0,0,51.1,192,0.621,1
39623,26,SP,Fundamental,Solteiro,CLT,Varejo,3356.76,628,105,1,57,2700,Caixa Eletronico,Conta corrente,19,271.56,28763.58,38,5694.61,21,0,1,439,Pix falso,529.34,1,19,0,0.013,0,0,59.1,0,0.187,1
39624,28,SC,Superior,Solteiro,Aposentado,Alta renda,9275.99,745,29,4,138,1291,Caixa Eletronico,Cartao credito,26,1347.03,177619.26,75,21841.41,14,0,0,120,Cartao clonado,1565.98,2,19,1,0.841,0,0,34.6,0,0.0537,0
39625,81,SP,Medio,Casado,Estudante,Varejo,1484.29,601,32,2,29,3198,App,Conta corrente,17,59.33,5961.12,40,1710.61,37,2,0,339,Conta invadida,19278.46,3,31,1,0.928,0,0,64.2,210,0.3424,0
39626,41,RS,Superior,Divorciado,CLT,Varejo,4565.94,737,63,4,168,234,App,Cartao credito,21,678.71,69256.8,48,7492.75,31,2,0,169,Pix falso,1574.19,1,17,0,0.07,0,0,27.8,0,0.1151,0
39627,57,MG,Medio,Divorciado,Servidor publico,Alta renda,16759.72,610,65,1,196,991,WhatsApp,Conta corrente,25,1492.22,224412.27,71,81606.91,22,2,0,778,Engenharia social,1367.92,3,12,1,0.552,0,0,12.9,0,0.0289,0
39628,45,SP,Medio,Casado,Empresario,Alta renda,8113.99,666,102,2,207,1172,Internet Banking,Cartao credito,33,725.65,132438.63,70,18542.97,21,0,1,215,Conta invadida,4647.16,1,12,1,0.648,0,0,49.0,0,0.0648,0
39629,18,PR,Superior,Viuvo,CLT,Universitario,2008.49,677,65,1,781,3185,App,Emprestimo,20,254.68,26260.18,47,3655.9,36,0,1,365,Engenharia social,1319.49,0,6,1,0.86,0,0,15.6,97,0.0299,0
39630,65,RS,Pos-graduacao,Casado,Aposentado,Varejo,3602.67,794,53,1,152,1778,Caixa Eletronico,Seguro,23,169.84,22297.28,44,6316.22,25,3,0,13,Engenharia social,9114.08,5,21,1,0.513,0,0,46.6,0,0.1063,0
39631,48,SP,Medio,Casado,CLT,Aposentado,8912.37,937,73,3,695,897,App,Investimentos,17,1767.97,150678.85,58,18001.83,44,2,2,104,Conta invadida,625.94,0,17,0,0.091,1,0,47.2,0,0.2464,1
39632,40,GO,Medio,Solteiro,CLT,Varejo,1296.98,502,75,2,435,2212,App,Seguro,18,352.98,32019.57,53,3241.24,38,2,0,135,Conta invadida,4016.86,0,18,1,0.805,0,0,41.5,0,0.0482,0
39633,68,SP,Pos-graduacao,Divorciado,CLT,Varejo,2132.05,633,68,3,527,2087,WhatsApp,Cartao credito,8,305.7,14268.65,51,1859.47,11,2,0,190,Pix falso,1385.68,1,23,1,0.958,0,0,58.2,0,0.0799,0
39634,37,SP,Medio,Divorciado,Aposentado,Universitario,864.95,711,48,3,14,2574,Internet Banking,Financiamento,30,70.26,11100.67,54,1981.51,17,2,0,114,Conta invadida,5341.92,5,17,1,0.399,0,0,42.3,0,0.1332,0
39635,40,SC,Superior,Viuvo,Aposentado,Aposentado,1446.05,652,10,2,208,1166,Agencia,Cartao credito,16,216.24,19842.87,48,2816.44,22,0,0,85,Engenharia social,615.53,3,12,1,0.911,0,0,44.4,0,0.0341,0
39636,37,SP,Fundamental,Casado,Aposentado,Alta renda,13125.32,714,65,4,395,145,App,Financiamento,29,239.47,33477.0,73,14623.68,33,0,0,103,Cartao clonado,2939.32,1,15,0,0.052,0,0,53.7,0,0.1928,0
39637,58,GO,Pos-graduacao,Casado,Autonomo,Varejo,6022.82,666,57,5,599,150,App,Conta corrente,28,722.59,97819.44,46,17079.29,42,0,0,350,Boleto falso,22425.91,4,23,0,0.063,0,0,11.8,0,0.2522,1
39638,54,RS,Fundamental,Solteiro,Estudante,Alta renda,23028.42,683,195,5,729,2625,Agencia,Cartao credito,37,1520.31,330011.5,58,36233.31,20,0,0,8,Pix falso,4338.09,0,6,0,0.104,0,0,58.9,0,0.2059,0
39639,46,SC,Fundamental,Viuvo,Aposentado,Universitario,2546.07,530,58,2,675,2903,App,Conta corrente,22,219.83,24593.37,55,2216.51,31,0,0,101,Pix falso,4995.9,1,18,1,0.793,0,0,33.5,0,0.0548,0
39640,26,SP,Fundamental,Solteiro,Desempregado,MEI,6714.45,479,37,1,674,1164,App,Conta corrente,19,433.99,46775.03,41,9033.41,30,0,0,414,Boleto falso,5251.09,0,8,0,0.045,0,0,48.4,0,0.1209,0
39641,36,BA,Fundamental,Divorciado,Autonomo,Alta renda,18647.37,795,84,3,621,1412,App,Emprestimo,37,1223.46,239119.31,71,21131.88,40,2,1,102,Cartao clonado,4863.91,2,22,1,0.865,0,0,46.3,0,0.0867,0
39642,26,PR,Superior,Casado,Estudante,Aposentado,4570.76,782,62,2,617,1895,Telefone,Conta salario,19,225.33,24511.49,46,13567.87,19,1,0,271,Cartao clonado,3987.58,0,13,0,0.025,0,0,58.1,0,0.1532,0
39643,59,SC,Medio,Solteiro,Aposentado,Varejo,2989.81,560,111,3,789,570,Agencia,Conta corrente,21,502.71,55840.4,36,1608.34,26,2,0,70,Emprestimo fraudulento,20958.71,6,20,1,0.924,0,0,22.9,0,0.1854,0
39644,18,SP,Medio,Solteiro,Estudante,Alta renda,12566.25,515,127,1,225,2495,App,Conta salario,26,353.66,51022.86,60,5139.92,34,1,0,80,Engenharia social,431.23,2,17,0,0.069,1,0,32.7,0,0.261,1
39645,66,PR,Pos-graduacao,Solteiro,Estudante,Universitario,935.81,574,106,1,430,119,App,Conta corrente,14,117.52,8072.33,42,3487.03,36,2,0,61,Engenharia social,1901.19,2,11,0,0.019,0,1,50.1,0,0.1752,0
39646,61,RS,Medio,Viuvo,CLT,Universitario,1646.27,716,153,4,322,3326,Telefone,Financiamento,19,97.76,10411.52,54,1272.43,11,1,0,546,Boleto falso,2131.67,2,17,0,0.074,0,0,76.0,0,0.2044,0
39647,28,MG,Fundamental,Solteiro,Autonomo,Alta renda,10519.26,586,52,4,604,1572,App,Emprestimo,33,422.75,85199.2,76,23387.81,49,1,0,146,Boleto falso,4183.47,0,6,0,0.015,0,0,52.7,0,0.1557,0
39648,36,PE,Superior,Divorciado,Servidor publico,Varejo,5151.72,557,78,1,432,2985,Agencia,Conta corrente,23,214.06,25567.01,39,11639.86,21,2,0,163,Conta invadida,1132.98,2,45,0,0.008,1,0,28.0,0,0.3886,1
39649,31,GO,Medio,Solteiro,CLT,Aposentado,1807.94,795,74,2,772,2158,App,Conta corrente,28,426.61,73169.21,43,1647.11,37,0,0,99,Golpe do motoboy,820.41,1,14,1,0.92,0,0,28.8,0,0.0281,0
39650,48,SP,Medio,Solteiro,Empresario,Varejo,2603.75,920,32,3,717,835,WhatsApp,Conta corrente,20,47.19,5733.89,50,2171.66,17,1,0,285,Boleto falso,14966.2,4,11,1,0.618,0,1,13.8,0,0.0712,0
39651,63,SP,Medio,Casado,Aposentado,Varejo,4648.99,755,73,2,622,1425,App,Conta corrente,19,1132.95,120089.46,37,3086.21,33,1,0,103,Pix falso,5130.09,5,27,1,0.843,0,0,52.3,0,0.1375,0
39652,60,BA,Medio,Solteiro,Empresario,Varejo,3261.85,586,37,1,695,5,App,Cartao credito,27,199.24,31447.85,52,2077.74,35,0,1,138,Boleto falso,634.16,2,12,0,0.025,0,0,26.0,0,0.0742,0
39653,36,MG,Pos-graduacao,Casado,CLT,MEI,7390.79,555,19,3,181,320,App,Conta corrente,30,289.96,45393.72,50,9493.05,38,11,0,85,Engenharia social,6878.88,3,15,1,0.931,0,0,24.3,0,0.0382,0
39654,61,SP,Superior,Casado,Estudante,Alta renda,10694.39,663,96,4,440,2308,App,Investimentos,35,635.97,132782.78,60,20637.42,41,3,0,164,Engenharia social,1151.49,3,8,1,0.674,0,0,56.6,98,0.0885,0
39655,60,SP,Medio,Solteiro,Aposentado,Varejo,3493.5,495,48,2,676,3140,App,Conta corrente,25,88.77,10749.19,50,9838.1,41,0,0,6,Cartao clonado,878.93,0,46,1,0.629,1,0,42.6,0,0.2107,0
39656,39,SP,Medio,Solteiro,CLT,Alta renda,16623.95,692,85,3,36,1430,App,Seguro,24,604.02,89383.54,68,85504.01,38,0,0,55,Cartao clonado,1024.3,1,14,1,0.933,0,0,21.9,0,0.0354,0
39657,42,SP,Medio,Casado,CLT,MEI,6778.63,607,39,1,423,39,Agencia,Conta salario,13,914.62,64255.22,52,31740.21,19,2,0,461,Cartao clonado,6028.65,3,28,1,0.966,0,0,37.4,286,0.1156,0
39658,65,MG,Superior,Casado,CLT,Varejo,3121.54,717,46,5,664,3491,WhatsApp,Conta corrente,19,132.63,15088.33,60,3286.41,18,1,0,2,Boleto falso,4818.82,1,13,1,0.747,0,0,27.0,0,0.0333,0
39659,58,RJ,Fundamental,Casado,Empresario,Varejo,3346.88,746,73,2,1,45,WhatsApp,Emprestimo,19,914.19,104252.23,44,2452.92,14,1,1,315,Engenharia social,4668.68,2,25,1,0.922,0,0,67.2,0,0.0966,1
39660,60,SP,Superior,Solteiro,Desempregado,Varejo,2906.56,753,43,3,396,513,App,Cartao credito,12,330.16,20361.24,35,4012.3,36,0,0,206,Boleto falso,1920.89,2,24,1,0.688,0,0,31.1,0,0.0437,0
39661,81,SP,Medio,Casado,Aposentado,MEI,4244.33,795,128,1,183,1588,Telefone,Investimentos,12,569.47,37429.4,48,13189.98,7,5,0,38,Engenharia social,1108.5,1,16,1,0.736,0,0,56.1,0,0.0491,0
39662,50,SC,Medio,Casado,Aposentado,Varejo,2777.76,609,12,1,615,1331,App,Conta corrente,25,117.8,14578.72,51,4137.08,41,0,0,158,Golpe do motoboy,2111.41,2,17,1,0.898,0,0,22.2,0,0.0299,0
39663,47,BA,Superior,Solteiro,CLT,Varejo,3423.28,648,41,1,379,1382,Caixa Eletronico,Conta corrente,22,561.8,70209.68,42,1287.83,14,4,0,135,Pix falso,1443.74,3,16,1,0.516,0,0,40.7,0,0.0474,0
39664,62,SP,Superior,Solteiro,CLT,Varejo,4576.76,824,101,2,335,500,App,Cartao credito,25,322.27,45205.75,49,11971.3,41,1,1,139,Engenharia social,1910.62,0,40,0,0.007,0,0,48.6,0,0.2572,0
39665,72,SP,Superior,Casado,Autonomo,Universitario,1402.33,493,27,2,341,2396,Internet Banking,Conta corrente,10,19.14,1017.94,42,1623.85,18,0,0,111,Golpe do motoboy,1502.13,1,15,1,0.796,0,0,62.4,0,0.0541,0
39666,33,ES,Medio,Solteiro,Servidor publico,Varejo,2115.31,545,67,5,141,879,App,Emprestimo,23,99.99,13921.11,46,4583.0,37,0,0,18,Engenharia social,430.98,3,42,1,0.959,0,0,30.8,0,0.0724,0
39667,39,RS,Fundamental,Divorciado,CLT,MEI,3990.22,630,105,2,169,1258,WhatsApp,Conta corrente,17,443.04,45809.87,38,6383.61,20,1,0,30,Emprestimo fraudulento,12548.26,2,14,0,0.034,0,0,28.7,0,0.2158,0
39668,27,RS,Medio,Solteiro,CLT,Alta renda,8259.47,845,111,3,483,3447,App,Conta corrente,28,405.39,63871.95,61,9759.8,33,0,0,82,Pix falso,1381.15,1,7,0,0.003,1,0,29.5,0,0.2367,0
39669,47,RJ,Fundamental,Solteiro,Desempregado,Varejo,1709.88,775,77,1,252,2523,Internet Banking,Cartao credito,31,137.55,25312.44,38,2227.59,13,4,0,262,Cartao clonado,3115.96,3,47,0,0.006,0,0,40.8,0,0.2924,0
39670,55,MG,Superior,Solteiro,CLT,Varejo,2013.37,452,26,2,177,1931,WhatsApp,Conta salario,25,141.59,18687.4,59,1591.61,10,0,1,36,Engenharia social,525.95,1,30,1,0.78,0,0,44.3,0,0.0617,0
39671,28,MG,Fundamental,Casado,Autonomo,Varejo,3647.57,812,116,3,319,1081,App,Emprestimo,28,122.51,19889.66,49,1973.67,40,1,0,17,Pix falso,3200.34,0,9,0,0.018,0,0,46.0,0,0.1307,0
39672,59,RJ,Medio,Solteiro,Aposentado,Varejo,5089.27,667,113,1,120,1355,Caixa Eletronico,Conta corrente,31,807.85,124677.52,38,5172.54,15,1,0,161,Golpe do motoboy,854.1,0,14,0,0.017,0,0,31.3,0,0.0874,0
39673,35,RS,Pos-graduacao,Casado,CLT,Varejo,2489.3,537,48,2,261,1650,Agencia,Cartao credito,22,202.38,25027.48,52,6369.43,25,3,0,221,Engenharia social,683.67,3,21,0,0.074,1,0,13.9,0,0.1717,1
39674,34,PR,Pos-graduacao,Solteiro,Aposentado,Varejo,3109.91,705,30,1,562,137,Telefone,Emprestimo,24,223.57,27122.02,49,2813.76,14,0,1,8,Conta invadida,9341.16,4,17,0,0.053,0,0,28.8,0,0.1448,0
39675,59,GO,Superior,Solteiro,Empresario,Varejo,4678.61,812,75,2,289,393,Agencia,Cartao credito,20,489.72,53985.94,35,4923.08,21,3,0,112,Boleto falso,2007.57,1,11,1,0.684,0,0,21.1,83,0.0405,0
39676,33,SP,Medio,Divorciado,Empresario,Varejo,1341.91,613,41,4,774,1902,App,Cartao credito,22,164.26,20588.05,58,1948.6,38,2,1,629,Cartao clonado,3789.41,1,13,1,0.659,0,0,42.1,241,0.0685,0
39677,21,CE,Superior,Solteiro,Autonomo,Alta renda,7986.39,564,19,3,100,2612,App,Seguro,25,489.33,72313.58,66,24280.02,38,0,0,9,Pix falso,684.55,2,10,0,0.011,0,0,37.9,69,0.2215,1
39678,53,GO,Fundamental,Casado,Estudante,Private,49066.66,710,87,5,572,764,App,Conta corrente,49,3004.56,714826.85,93,84938.73,34,1,0,121,Pix falso,1641.52,0,33,1,0.5,0,0,58.6,0,0.1792,0
39679,40,SP,Medio,Casado,CLT,Varejo,8690.78,907,41,5,494,1675,App,Conta corrente,18,1480.95,153780.42,40,4922.81,35,0,0,295,Cartao clonado,11885.25,3,34,0,0.039,0,0,43.2,0,0.3166,0
39680,60,SP,Medio,Solteiro,CLT,Aposentado,1781.76,619,38,3,152,2233,App,Conta corrente,19,136.67,14192.54,41,2115.78,43,5,0,33,Engenharia social,903.97,0,6,1,0.52,0,0,39.1,0,0.0258,0
39681,54,SP,Medio,Solteiro,CLT,Varejo,1944.75,521,63,3,285,97,App,Cartao credito,26,193.7,27964.3,57,3022.94,38,2,0,335,Cartao clonado,1151.85,1,35,1,0.826,1,0,31.6,82,0.208,0
39682,18,SP,Medio,Casado,Aposentado,Varejo,3811.25,541,131,1,733,3205,App,Investimentos,27,308.85,46377.83,41,13018.89,37,4,0,112,Conta invadida,6095.9,1,7,1,0.837,0,0,28.1,0,0.0298,0
39683,62,RS,Medio,Divorciado,Servidor publico,Universitario,921.07,723,125,6,11,2440,Internet Banking,Conta corrente,21,73.87,8151.66,45,643.4,27,2,1,80,Golpe do motoboy,1599.58,0,51,1,0.636,0,0,62.6,0,0.1691,1
39684,70,SP,Medio,Solteiro,Aposentado,Varejo,2266.02,725,31,1,413,3441,App,Conta corrente,19,292.3,32172.9,55,1228.73,26,0,2,79,Engenharia social,2233.21,2,15,1,0.821,0,0,61.5,0,0.0555,1
39685,58,PE,Superior,Solteiro,Servidor publico,Varejo,3261.62,733,43,3,313,2250,App,Cartao credito,21,334.23,42664.81,41,2297.18,32,0,0,1,Conta invadida,6631.44,3,31,0,0.123,0,0,18.3,0,0.1628,0
39686,58,GO,Medio,Solteiro,Aposentado,Varejo,4959.89,751,105,1,546,2792,Internet Banking,Cartao credito,23,164.8,22700.37,46,15925.08,24,2,0,14,Pix falso,2532.47,1,26,1,0.906,0,0,38.2,0,0.0672,0
39687,38,SP,Medio,Casado,Estudante,Varejo,3239.2,531,68,2,656,1061,App,Cartao credito,18,571.47,51310.66,47,2558.52,40,9,0,254,Pix falso,3578.01,2,36,1,0.685,0,0,33.7,0,0.0912,0
39688,35,MG,Medio,Solteiro,CLT,Aposentado,4336.03,797,46,1,447,2885,App,Seguro,26,244.32,31614.79,51,3250.53,39,1,0,15,Golpe do motoboy,570.77,1,6,0,0.017,0,1,24.8,75,0.1532,0
39689,45,SP,Medio,Solteiro,Autonomo,Varejo,3194.96,427,134,1,160,1787,Internet Banking,Cartao credito,23,81.91,11547.16,55,10709.27,17,2,0,8,Conta invadida,867.45,3,11,1,0.815,0,0,27.7,0,0.025,0
39690,56,PR,Superior,Casado,CLT,MEI,1203.91,788,69,1,163,2182,App,Conta corrente,15,45.42,3658.49,36,1003.87,38,0,0,395,Pix falso,3805.44,2,20,1,0.735,0,0,16.2,0,0.0407,0
39691,55,RJ,Pos-graduacao,Casado,Empresario,Alta renda,8886.58,831,80,2,382,2212,Internet Banking,Financiamento,31,1508.16,278099.41,78,5377.22,16,2,2,361,Pix falso,1898.22,2,18,1,0.654,0,0,11.9,0,0.0443,0
39692,35,PE,Fundamental,Casado,Autonomo,Varejo,4944.51,690,66,3,649,2290,App,Conta corrente,28,135.14,22764.88,48,9308.62,40,2,0,397,Pix falso,3418.44,2,8,1,0.651,0,0,47.1,0,0.0453,0
39693,34,GO,Superior,Solteiro,Desempregado,Varejo,2727.61,731,21,2,173,3230,Telefone,Conta corrente,22,189.74,25055.14,33,5853.55,17,2,1,61,Cartao clonado,1600.13,0,10,1,0.774,0,0,26.5,0,0.0247,0
39694,20,MG,Superior,Casado,Empresario,Varejo,3023.54,735,23,4,225,1929,App,Conta corrente,17,151.57,13392.62,75,2765.21,47,2,0,239,Cartao clonado,2458.63,0,9,1,0.86,0,1,34.5,122,0.0782,0
39695,52,DF,Medio,Solteiro,CLT,Alta renda,9044.8,658,56,2,501,2887,Caixa Eletronico,Emprestimo,31,830.73,131602.2,66,33350.74,20,12,1,347,Pix falso,2666.72,0,19,0,0.003,0,0,40.9,194,0.3167,0
39696,36,PE,Medio,Casado,Aposentado,Varejo,3819.18,787,73,3,130,1656,App,Cartao credito,19,196.56,19661.33,40,5764.78,35,0,0,34,Pix falso,4203.66,2,16,0,0.005,0,0,50.2,0,0.1803,0
39697,37,SP,Superior,Casado,CLT,Universitario,1377.53,712,44,3,564,910,App,Cartao credito,20,102.37,9995.98,48,2747.12,33,2,0,96,Pix falso,981.16,2,33,1,0.703,0,0,32.5,0,0.0704,0
39698,68,RJ,Superior,Solteiro,Autonomo,Alta renda,15922.5,746,63,6,507,2345,App,Conta corrente,15,497.57,42400.03,58,3507.74,35,4,0,30,Cartao clonado,461.95,2,13,0,0.0,0,0,51.0,0,0.1546,0
39699,51,RJ,Medio,Solteiro,Servidor publico,Varejo,3073.64,677,94,5,484,142,Internet Banking,Conta corrente,27,381.53,54641.39,46,3054.8,25,1,0,394,Pix falso,627.94,2,11,0,0.187,0,0,25.8,0,0.0876,1
39700,47,SP,Superior,Divorciado,Servidor publico,Private,24737.82,536,70,3,458,32,App,Conta corrente,39,1471.49,286054.2,77,24788.25,38,0,1,5,Boleto falso,10441.97,5,29,1,0.486,0,0,49.3,0,0.2367,0
39701,54,BA,Medio,Casado,Estudante,Varejo,5095.19,803,104,2,488,2976,App,Conta corrente,24,607.28,73462.55,49,5384.62,41,6,0,169,Engenharia social,2358.64,1,52,1,0.41,0,0,0.0,0,0.0667,0
39702,63,SP,Fundamental,Casado,Autonomo,Varejo,1991.05,592,113,1,383,2668,Agencia,Cartao credito,27,213.65,28314.0,66,1779.26,20,2,3,20,Engenharia social,843.53,4,15,1,0.964,0,0,54.0,41,0.0757,0
39703,18,RJ,Superior,Solteiro,Aposentado,Varejo,2701.66,566,67,2,22,860,App,Conta corrente,19,737.16,73459.8,57,2539.18,33,0,0,85,Engenharia social,1265.11,1,21,0,0.047,0,1,36.3,0,0.1846,0
39704,34,SP,Medio,Casado,CLT,Alta renda,29171.59,904,60,1,764,1035,App,Cartao credito,28,4770.1,757946.83,75,16571.13,48,0,0,167,Cartao clonado,2053.51,2,13,1,0.79,0,0,40.0,175,0.083,0
39705,39,MG,Pos-graduacao,Casado,Servidor publico,Alta renda,8126.25,623,37,4,156,2514,App,Conta corrente,27,328.71,51142.01,71,20259.58,37,2,0,24,Pix falso,8397.88,2,15,1,0.461,0,0,32.9,77,0.1348,0
39706,27,SP,Superior,Solteiro,CLT,Varejo,2970.35,705,22,1,194,732,App,Investimentos,25,83.49,11165.21,51,1879.29,33,0,0,106,Pix falso,753.22,0,33,1,0.511,0,0,19.2,0,0.0555,0
39707,38,PE,Superior,Casado,Autonomo,MEI,7496.67,689,28,1,249,1469,App,Financiamento,21,277.78,34595.67,47,4993.16,44,2,0,68,Emprestimo fraudulento,11702.4,3,28,1,0.717,0,0,47.3,0,0.1589,0
39708,19,BA,Superior,Solteiro,Aposentado,Universitario,1423.61,606,145,1,246,759,App,Emprestimo,22,104.06,13403.5,54,3376.16,35,0,1,53,Conta invadida,360.42,2,21,1,0.838,0,0,32.2,0,0.0368,0
39709,56,SP,Medio,Viuvo,Estudante,Alta renda,9011.37,680,90,3,186,3070,App,Conta corrente,25,298.82,44488.58,75,25546.49,47,2,0,24,Engenharia social,1668.96,4,18,0,0.004,0,0,55.9,0,0.2036,1
39710,34,SP,Fundamental,Casado,Aposentado,Varejo,7394.81,720,122,5,496,2020,Caixa Eletronico,Conta corrente,28,3056.64,529293.86,54,25703.58,19,1,0,56,Pix falso,1222.65,3,55,1,0.736,0,0,46.9,0,0.1769,0
39711,45,SP,Medio,Solteiro,CLT,MEI,7196.54,500,42,1,731,901,Internet Banking,Conta corrente,23,2262.87,277590.55,52,8255.35,16,0,0,3,Cartao clonado,23035.92,7,36,0,0.403,0,0,7.7,0,0.2652,1
39712,43,SP,Medio,Solteiro,Autonomo,MEI,6027.08,606,68,1,661,3244,Internet Banking,Emprestimo,23,365.26,46257.66,55,9358.81,19,2,1,30,Cartao clonado,3008.47,2,27,1,0.611,0,0,17.5,0,0.0407,0
39713,50,MG,Medio,Solteiro,Aposentado,Universitario,1677.75,602,33,1,700,1155,App,Conta corrente,24,406.54,59892.78,51,2230.49,35,2,2,118,Cartao clonado,341.98,0,57,1,0.566,0,0,41.2,0,0.1367,0
39714,18,SC,Medio,Casado,Servidor publico,Alta renda,10489.13,447,66,4,61,2467,WhatsApp,Conta corrente,34,676.69,126013.44,81,5318.11,23,1,0,147,Pix falso,2272.98,2,22,1,0.915,0,0,28.0,0,0.0679,0
39715,49,SP,Superior,Casado,Autonomo,Aposentado,3225.83,690,37,1,589,1208,Caixa Eletronico,Conta corrente,20,198.26,22237.23,42,7795.78,10,3,0,158,Boleto falso,3228.76,1,6,0,0.012,0,0,35.5,0,0.0826,0
39716,38,SC,Fundamental,Casado,CLT,Varejo,3925.84,799,69,2,202,1862,App,Emprestimo,21,326.58,35446.86,46,5072.76,42,0,0,352,Pix falso,3823.33,2,11,1,0.824,0,0,50.9,0,0.0547,0
39717,48,MG,Medio,Divorciado,Empresario,Private,47874.28,733,80,4,229,1178,Caixa Eletronico,Conta salario,33,1449.74,293194.49,83,91402.01,20,1,2,100,Golpe do motoboy,718.3,0,29,1,0.512,0,0,50.9,0,0.1115,0
